Year,AFGHANISTAN,ALBANIA,ALGERIA,ANDORRA,ANGOLA,ANGUILLA,ANTIGUA & BARBUDA,ARGENTINA,ARMENIA,ARUBA,AUSTRALIA,AUSTRIA,AZERBAIJAN,BAHAMAS,BAHRAIN,BANGLADESH,BARBADOS,BELARUS,BELGIUM,BELIZE,BENIN,BERMUDA,BHUTAN,BONAIRE SAINT EUSTATIUS AND SABA,BOSNIA & HERZEGOVINA,BOTSWANA,BRAZIL,BRITISH VIRGIN ISLANDS,BRUNEI (DARUSSALAM),BULGARIA,BURKINA FASO,BURUNDI,CAMBODIA,CANADA,CAPE VERDE,CENTRAL AFRICAN REPUBLIC,CHAD,CHILE,CHINA (MAINLAND),COLOMBIA,COMOROS,CONGO,COOK ISLANDS,COSTA RICA,COTE D IVOIRE,CROATIA,CUBA,CURACAO,CYPRUS,CZECHIA,DEMOCRATIC PEOPLE S REPUBLIC OF KOREA,DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE),DENMARK,DJIBOUTI,DOMINICA,DOMINICAN REPUBLIC,ECUADOR,EGYPT,EL SALVADOR,EQUATORIAL GUINEA,ERITREA,ESTONIA,ETHIOPIA,FAEROE ISLANDS,FEDERATED STATES OF MICRONESIA,FIJI,FINLAND,FRANCE (INCLUDING MONACO),FRENCH POLYNESIA,GABON,GAMBIA,GEORGIA,GERMANY,GHANA,GREECE,GREENLAND,GRENADA,GUATEMALA,GUINEA,GUINEA BISSAU,GUYANA,HAITI,HONDURAS,HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,HUNGARY,ICELAND,INDIA,INDONESIA,IRAQ,IRELAND,ISLAMIC REPUBLIC OF IRAN,ISRAEL,ITALY (INCLUDING SAN MARINO),JAMAICA,JAPAN,JORDAN,KAZAKHSTAN,KENYA,KIRIBATI,KOSOVO,KUWAIT,KYRGYZSTAN,LAO PEOPLE S DEMOCRATIC REPUBLIC,LATVIA,LEBANON,LESOTHO,LIBERIA,LIBYAN ARAB JAMAHIRIYAH,LIECHTENSTEIN,LITHUANIA,LUXEMBOURG,MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,MACEDONIA,MADAGASCAR,MALAWI,MALAYSIA,MALDIVES,MALI,MALTA,MARSHALL ISLANDS,MAURITANIA,MAURITIUS,MEXICO,MONGOLIA,MONTENEGRO,MONTSERRAT,MOROCCO,MOZAMBIQUE,MYANMAR (FORMERLY BURMA),NAMIBIA,NAURU,NEPAL,NETHERLANDS,NEW CALEDONIA,NEW ZEALAND,NICARAGUA,NIGER,NIGERIA,NIUE,NORWAY,OCCUPIED PALESTINIAN TERRITORY,OMAN,PAKISTAN,PALAU,PANAMA,PAPUA NEW GUINEA,PARAGUAY,PERU,PHILIPPINES,PLURINATIONAL STATE OF BOLIVIA,POLAND,PORTUGAL,QATAR,REPUBLIC OF CAMEROON,REPUBLIC OF KOREA,REPUBLIC OF MOLDOVA,REPUBLIC OF SOUTH SUDAN,REPUBLIC OF SUDAN,ROMANIA,RUSSIAN FEDERATION,RWANDA,SAINT HELENA,SAINT LUCIA,SAINT MARTIN (DUTCH PORTION),SAMOA,SAO TOME & PRINCIPE,SAUDI ARABIA,SENEGAL,SERBIA,SEYCHELLES,SIERRA LEONE,SINGAPORE,SLOVAKIA,SLOVENIA,SOLOMON ISLANDS,SOMALIA,SOUTH AFRICA,SPAIN,SRI LANKA,ST  KITTS-NEVIS,ST  PIERRE & MIQUELON,ST  VINCENT & THE GRENADINES,SURINAME,ESWATINI,SWEDEN,SWITZERLAND,SYRIAN ARAB REPUBLIC,TAIWAN,TAJIKISTAN,THAILAND,TIMOR-LESTE (FORMERLY EAST TIMOR),TOGO,TONGA,TRINIDAD AND TOBAGO,TUNISIA,TÜRKIYE,TURKMENISTAN,TURKS AND CAICOS ISLANDS,TUVALU,UGANDA,UKRAINE,UNITED ARAB EMIRATES,UNITED KINGDOM,UNITED REPUBLIC OF TANZANIA,UNITED STATES OF AMERICA,URUGUAY,UZBEKISTAN,VANUATU,VENEZUELA,VIET NAM,WALLIS AND FUTUNA ISLANDS,YEMEN,ZAMBIA,ZIMBABWE,KP Annex B,Non KP Annex B,OECD,Non-OECD,EU27,Africa,Asia,Central America,Europe,Middle East,North America,Oceania,South America,Bunkers,Statistical Difference,World
1870,,,,,,,,,0.0023330931406,0,0.38274866865,2.01,0.013985353916,,,0,,0.029473764569,6.754,,0,,,0,0,,,,,,0,0,,0.334,,0,0,,,,,0,,,0,0,,0,,1.3249188612,0,,0.312,,,,,,,,,0.010684752143,,,,,0.025,13.793,,0,,0.0043396607122,20.917,,0.055,,,,0,,,,,,0.579,,,,,,,,0.731,,0.005,,0.070195159385,,,,,0.0060629001233,,0.0070020456874,,,,,,0.010957106211,,,0,,,,,,,,,,,,0,,,,,,,,1.349,,,,0,,,0.172,,,0,,,,,,,,4.548,0.006,,,0,0.010899526057,0,0,0.01,0.64608366009,0,,,0,,,,0,0,,,,0.42608113885,0,,,,0.839,,,,,,,0.366,0.245,,,0.003455974061,,,,,,,0.043,0.008848204953,,,,0.20519530812,,62.362,,26.916,,0.027483490828,,,0,,,,,145.34167154,0.22007712774,144.50543342,1.0563152479,54.073643904,0,0.14170383712,0,117.74429616,0.043,27.25,0.38274866865,0,0,0,145.56174867
1871,,,,,,,,,0.0031497861037,0,0.39326144619,2.768,0.018880889345,,,0,,0.039790976386,6.473,,0,,,0,0,,,,,,0,0,,0.486,,0,0,,,,,0,,,0,0,,0,,1.4520384321,0,,0.324,,,,,,,,,0.014424920821,,,,,0.031,13.718,,0,,0.0058587472435,23.294,,0.081,,,,0,,,,,,0.718,,,,,,,,0.63,,0.007,,0.09476678566,,,,,0.008185201964,,0.0094530929006,,,,,,0.014792611696,,,0,,,,,,,,,,,,0,,,,,,,,1.359,,,,0,,,0.167,,,0,,,,,,,,5.178,0.01,,,0,0.014714875764,0,0,0.011,0.87224350326,0,,,0,,,,0,0,,,,0.46696156793,0,,,,0.802,,,,,,,0.391,0.303,,,0.0046657284626,,,,,,,0.054,0.011945495239,,,,0.27702337246,,66.058,,28.117,,0.037104012689,,,0,,,,,154.42619895,0.29306249886,153.29568637,1.4235750792,57.745670625,0,0.19155664671,0,125.47744335,0.054,28.603,0.39326144619,0,0,-2.842170943e-14,154.71926145
1872,,,,,,,,,0.0032336626783,0,0.44667302077,2.731,0.019383674065,,,0,,0.040850581924,6.984,,0,,,0,0,,,,,,0,0,,0.504,,0,0,,,,,0,,,0,0,,0,,1.5784013389,0,,0.311,,,,,,,,,0.014809046253,,,,,0.025,16.628,,0,,0.0060147615359,25.139,,0.048,,,,0,,,,,,0.763,,,,,,,,0.812,,0.009,,0.097290358088,,,,,0.008403168099,,0.0097048220739,,,,,,0.015186528476,,,0,,,,,,,,,,,,0,,,,,,,,1.455,,,,0,,,0.179,,,0,,,,,,,,5.631,0.142,,,0,0.015106722491,0,0,0.011,0.8954707304,0,,,0,,,,0,0,,,,0.50759866113,0,,,,0.89,,,,,,,0.467,0.348,,,0.0047899735093,,,,,,,0.067,0.012263595323,,,,0.2844003088,,69.593,,34.472,,0.038092066285,,,0,,,,,170.89424446,0.312428564,169.74548207,1.4611909537,64.162700397,0,0.19847125958,0,135.51852874,0.067,34.976,0.44667302077,0,0,-2.842170943e-14,171.20667302
1873,,,,,,,,,0.0030350076332,0,0.52689666557,2.928,0.01819286815,,,0,,0.03834098986,7.671,,0,,,0,0,,,,,,0,0,,0.439,,0,0,,,,,0,,,0,0,,0,,1.7055209098,0,,0.314,,,,,,,,,0.013899275493,,,,,0.024,17.972,,0,,0.0056452540012,26.847,,0.053,,,,0,,,,,,0.796,,,,,,,,0.756,,0.011,,0.091313476021,,,,,0.0078869325161,,0.0091086214004,,,,,,0.014253567682,,,0,,,,,,,,,,,,0,,,,,,,,1.403,,,,0,,,0.18,,,0,,,,,,,,6.1,0.198,,,0,0.014178664454,0,0,0.012,0.84045887665,0,,,0,,,,0,0,,,,0.54847909021,0,,,,0.856,,,,,,,0.474,0.338,,,0.0044957089251,,,,,,,0.065,0.011510200388,,,,0.26692861747,,72.232,,38.075,,0.035751939346,,,0,,,,,181.60454562,0.2953510413,180.52679594,1.3731007245,68.695261465,0,0.18883138698,0,142.60516861,0.065,38.514,0.52689666557,0,0,-5.6843418861e-14,181.89989667
1874,,,,,,,,,0.0036839474472,0,0.58013904632,2.498,0.02208283414,,,0,,0.046538990601,7.073,,0,,,0,0,,,,,,0,0,,0.443,,0,0,,,,,0,,,0,0,,0,,1.8326404807,0,,0.339,,,,,,,,,0.016871193308,,,,,0.034,17.097,,0,,0.0068523119477,19.54,,0.041,,,,0,,,,,,0.698,,,,,,,,0.818,,0.16,,0.11083795744,,,,,0.0095733020868,,0.011056210267,,,,,,0.017301239608,,,0,,,,,,,,,,,,0,,,,,,,,1.294,,,,0,,,0.223,,,0,,,,,,,,6.686,0.145,,,0,0.017210320708,0,0,0.012,1.0201642656,0,,,0,,,,0,0,,,,0.5893595193,0,,,,0.851,,,,,,,0.511,0.319,,,0.0054569732334,,,,,,,0.07,0.013971290508,,,,0.32400280914,,70.193,,36.653,,0.043396354014,,,0,,,,,170.01953476,0.34960428212,168.70501024,1.6641288067,60.104228643,0,0.37585497082,0,132.24714503,0.07,37.096,0.58013904632,0,0,0,170.36913905
1875,,,,,,,,,0.0042401815734,0,0.58480776563,2.145,0.025417090702,,,0,,0.053565848379,7.35,,0,,,0,0,,,,,,0,0,,0.512,,0,0,,,,,0,,,0,0,,0,,1.9597600516,0,,0.398,,,,,,,,,0.019418551435,,,,,0.023,17.811,,0,,0.0078869330446,27.707,,0.045,,,,0,,,,,,0.719,,,,,,,,0.837,,0.393,,0.12757322723,,,,,0.011018761719,,0.012725572153,,,,,,0.019913529831,,,0,,,,,,,,,,,,0,,,,,,,,1.479,,,,0,,,0.28,,,0,,,,,,,,6.566,0.319,,,0,0.019808883212,0,0,0.013,1.174197456,0,,,0,,,,0,0,,,,0.63023994838,0,,,,0.898,,,,,,,0.621,0.349,,,0.0062809140692,,,,,,,0.096,0.016080796324,,,,0.37292354485,,74.096,,37.049,,0.049948709443,,,0,,,,,184.38398642,0.41782134569,182.88722632,1.9145814486,69.573057653,0,0.6414466141,0,145.91855339,0.096,37.561,0.58480776563,0,0,-2.842170943e-14,184.80180777
1876,,,,,,,,,0.0052643586948,0,0.58901785798,2.208,0.031556356754,,,0,,0.066504189684,7.183,,0,,,0,0,,,,,,0,0,,0.507,,0,0,,,,,0,,,0,0,,0,,3.3875852321,0,,0.421,,,,,,,,,0.024108925129,,,,,0.026,17.838,,0,,0.0097919496676,28.231,,,,,,0,,,,,,0.754,,,,,,,,1.121,,0.383,,0.15838737477,,,,,0.013680242946,,0.015799317847,,,,,,0.024723461034,,,0,,,,,,,,,,,,0,,,,,,,,1.695,,,,0,,,0.247,,,0,,,,,,,,6.711,0.313,,,0,0.02459353798,0,0,0.013,1.4578141242,0,,,0,,,,0,0,,,,1.0894147679,0,,,,0.974,,,,,,,0.663,0.408,,,0.007798011481,,,,,,,0.075,0.019964965764,,,,0.46299982013,,73.968,,36.25,,0.062013363884,,,0,,,,,186.96546351,0.47455435163,185.06612678,2.3738910749,72.692631704,0,0.69145662396,0,149.32754338,0.075,36.757,0.58901785798,0,0,-5.6843418861e-14,187.44001786
1877,,,,,,,,,0.0053725153304,0,0.64740647973,1.988,0.032204684419,,,0,,0.067870523141,6.837,,0,,,0,0,,,,,,0,0,,0.552,,0,0,,,,,0,,,0,0,,0,,3.5593479856,0,,0.416,,,,,,,,,0.024604244764,,,,,0.031,17.447,,0,,0.009993125992,27.648,,,,,,0,,,,,,0.788,,,,,,,,1.038,,0.352,,0.16164145501,,,,,0.013961304541,,0.016123915992,,,,,,0.025231406355,,,0,,,,,,,,,,,,0,,,,,,,,1.722,,,,0,,,0.333,,,0,,,,,,,,6.314,0.183,,,0,0.025098814022,0,0,0.013,1.4877650224,0,,,0,,,,0,0,,,,1.1446520144,0,,,,1.032,,,,,,,0.702,0.387,,,0.007958222199,,,,,,,0.122,0.020375147451,,,,0.47251218541,,75.3,,40.168,,0.063287432995,,,0,,,,,190.62864325,0.5297632251,188.73601072,2.4223957552,70.928959567,0,0.66679388794,0,149.00220611,0.122,40.72,0.64740647973,0,0,0,191.15840648
1878,,,,,,,,,0.0070213522046,0,0.69913856928,1.976,0.042088373516,,,0,,0.088700137269,7.434,,0,,,0,0,,,,,,0,0,,0.528,,0,0,,,,,0,,,0,0,,0,,3.7311107392,0,,0.395,,,,,,,,,0.032155342069,,,,,0.035,17.801,,0,,0.013060038529,28.533,,,,,,0,,,,,,0.785,,0.48223475565,,,,,,1.033,,0.507,,0.21124957616,,,,,0.018246059879,,0.021072381582,,,,,,0.032974980943,,,0,,,,,,,,,,,,0,,,,,,,,1.825,,0.097,,0,,,0.297,,,0,,,,,,,,6.641,0.175,,,0,0.032801695729,0,0,0.013,1.9443634085,0,,,0,,,,0,0,,,,1.1998892608,0,,,,1.025,,,,,,,0.595,0.37,,,0.010400618248,,,,,,,0.089,0.026628325407,,,,0.61752722341,,73.956,,39.275,,0.082710486589,,,0,,,,,191.57423191,1.1041414192,189.03429391,3.6440794136,73.283202705,0,1.4006395862,0,150.58959517,0.089,39.803,0.79613856928,0,0,-5.6843418861e-14,192.67837332
1879,,,,,,,,,0.0072045563018,0,0.70356852774,2.419,0.043186561193,,,0,,0.091014538839,7.569,,0,,,0,0,,,,,0,0,0,,0.596,,0,0,,,,,0,,,0,0,,0,,4.0095631326,0,,0.446,,,,,,,,,0.032994352881,,,,,0.021,18.422,,0,,0.013400806589,30.253,,0.001,,,,0,,,,,,0.783,,0.45971124061,,,,,,1.189,,0.632,,0.21676158962,,,,,0.018722143806,,0.021622211092,,,,,,0.03383537812,,,0,,,,,,,,,,,,0,,,,,,,,1.968,,0.138,,0,,,0.312,,,0,,,,,,,,7.229,0.193,,,0,0.033657571475,0,0,0.013,1.9950965625,0,,,0,,,,0,0,,,,1.2894368674,0,,,,1.084,,,,,,,0.604,0.395,,,0.010671995587,,,,,,,0.034,0.027323122958,,,,0.63364000541,,74.412,,47.89,,0.084868603655,,,0,,,,,205.28875704,1.0405227306,202.62556288,3.7037168877,77.581451942,0,1.5138506203,0,155.45386062,0.034,48.486,0.84156852774,0,0,-2.842170943e-14,206.32927977
1880,,,,,,,,,0.0084516685292,0,0.65979327226,6.454,0.050662176106,,,0,,0.10676920013,8.304,,0,,,0,0,,,,,0,0,0,,1.428,,0,0,,,,,0,,,0,0,,0,,4.2479123281,0,,0.508,,,,,,,,,0.038705691538,,,,,0.027,20.783,,0,,0.015720492779,33.98,,,,,,0,,,,,,0.904,,0.51494902257,,,0.096,,,1.383,,0.641,,0.25428312704,,,,,0.021962956076,,0.025365026431,,,,,,0.039692298658,,,0,,,,,,,,,,,,0,,,,,,,,2.176,,0.179,,0,,,0.341,,,0,,,,,,,,7.191,0.24,,,0,0.039483713596,0,0,0.013,2.3404487554,0,,,0,,,,0,0,,,,1.3660876719,0,,,,1.205,,,,,,,0.772,0.456,,,0.012519323254,,,,,,,0.038,0.032052768936,,,,0.74332340095,,81.093,,54.226047032,,0.09955940055,,,0,,,,,231.86137548,1.1944138496,228.737546,4.318243331,89.753763017,0,1.6511609358,0,174.87378809,0.038,55.654047032,0.83879327226,0,0,-2.842170943e-14,233.05578933
1881,,,,,,,,,0.0089019532981,0,0.79288011466,2.815,0.05336133618,,,0,,0.1124576088,8.36,,0,,,0,0,,,,,0.001,0,0,,1.526,,0,0,,,,,0,,,0,0,,0,,4.4862615236,0,,0.538,,,,,,,,,0.040767838593,,,,,0.027,21.284,,0,,0.016558043191,36.644,,,,,,0,,,,,,0.969,,0.50200137769,,,0.096,,,1.626,,0.659,,0.2678307264,,,,,0.023133090064,,0.026716414624,,,,,,0.041807009791,,,0,,,,,,,,,,,,0,,,,,,,,2.191,,0.201,,0,,,0.353,,,0,,,,,,,,7.159,0.243,,,0,0.041587311813,0,0,0.014,2.4651422906,0,,,0,,,,0,0,,,,1.4427384764,0,,,,1.346,,,,,,,0.751,0.427,,,0.013186322978,,,,,,,0.05,0.033760464121,,,,0.78292590129,,85.238,,57.367056721,,0.10486368828,,,0,,,,,239.91429629,1.2276419228,236.63270467,4.5092335391,90.102291263,0,1.6825970022,0,179.52240438,0.05,58.893056721,0.99388011466,0,0,2.842170943e-14,241.14193821
1882,,,,,,,,,0.009376518128,0,0.94152978418,2.893,0.0562060392,,,0,,0.1184527454,8.853,,0,,,0,0,,,,,0.001,0,0,,1.806,,0,0,,,,,0,,,0,0,,0,,4.5876545147,0,,0.577,,,,,,,,,0.042941179852,,,,,0.033,22.464,,0,,0.017440755634,39.21,,,,,,0,,,,,,0.978,,0.59942484964,,,,,,1.712,,0.686,,0.28210883356,,,,,0.024366319512,,0.028140671788,,,,,,0.044035749464,,,0,,,,,,,,,,,,0,,,,,,,,2.219,,0.226,,0,,,0.386,,,0,,,,,,,,7.436,0.296,,,0,0.043804339346,0,0,0.061,2.5965594967,0,,,0,,,,0,0,,,,1.4753454853,0,,,,1.469,,,,,,,0.859,0.472,,,0.013889288374,,,,,,,0.042,0.035560240909,,,,0.82466383057,,85.962,,64.245073737,,0.11045399152,,,0,,,,,253.38494445,1.3530839212,249.8715447,4.8664836698,95.239117601,0,1.8348268365,0,185.64259801,0.042,66.051073737,1.1675297842,0,0,-8.5265128291e-14,254.73802837
1883,,,,,,,,,0.010672190478,0,1.1317551893,3.21,0.063972740003,,,0,,0.13482086253,9.384,,0,,,0,0,,,,,0.002,0,0,,2.028,,0,0,,,,,0,,,0,0,,0,,4.9001567932,0,,0.663,,,,,,,,,0.048874906917,,,,,0.032,23.559,,0,,0.019850765888,41.783,,0.001,,,,0,,,,,,1.113,,0.66618614663,,,,,,1.814,,0.74,,0.32109138659,,,,,0.027733322702,,0.03202922507,,,,,,0.050120727086,,,0,,,,,,,,,,,,0,,,,,,,,2.459,,0.253,,0,,,0.416,,,0,,,,,,,,8.168,0.311,,,0,0.049857340098,0,0,0.111,2.9553590317,0,,,0,,,,0,0,,,,1.5758432068,0,,,,1.611,,,,,,,0.878,0.522,,,0.015808547384,,,,,,,0.044,0.040474050093,,,,0.93861808399,,89.446,,69.291095064,,0.12571681945,,,0,,,,,269.42785223,1.5201841718,265.38272516,5.5653112397,101.70602486,0,2.0315059692,0,196.16868018,0.044,71.319095064,1.3847551893,0,0,-5.6843418861e-14,270.9480364
1884,,,,,,,,,0.01083552907,0,1.2368799587,3.128,0.064951847089,,,0,,0.13688430489,9.244,,0,,,0,0,,,,,0.003,0,0,,2.347,,0,0,,,,,0,,,0,0,,0,,5.0613262491,0,,0.66,,,,,,,,,0.049622940653,,,,,0.039,22.629,,0,,0.020154583194,42.993,,,,,,0,,,,,,1.182,,0.74509063912,,,,,,2.009,,0.807,,0.32600571185,,,,,0.02815778307,,0.032519434512,,,,,,0.050887828183,,,0,,,,,,,,,,,,0,,,,,,,,2.461,,0.289,,0,,,0.426,,,0,,,,,0.001,,,8.516,0.328,,,0,0.050620410039,0,0,0.129,3.0005910004,0,,,0,,,,0,0,,,,1.6276737509,0,,,0.006,1.602,,,,,,,0.969,0.536,,,0.016050498264,,,,,,,0.048,0.04109350815,,,,0.95298369686,,87.09,,73.032090753,,0.12764092382,,,0,,,,,272.43157561,1.6224857385,268.31059365,5.7434676985,102.7140302,0.006,2.1869810236,0,194.90710962,0.048,75.379090753,1.5258799587,0.001,0,-5.6843418861e-14,274.05406135
1885,,,,,,,,,0.011802316956,0,1.3295092908,3.288,0.070747102543,,,0,,0.14909765293,9.029,,0,,,0,0.0012324795313,,,,,0.002,0,0,,2.25,,0,0,,,,,0,,,0,0.0013397431082,,0,,5.3140520627,0,,0.692,,,,,,,,,0.054050491683,,,,,0.06,21.756,,0,,0.021952853196,43.991,,,,,,0,,,,,,1.195,,0.6712338346,,,,,,2.286,,0.914,,0.35509320457,,,,,0.030670129574,,0.035420944457,,,,,,0.055428237379,,,0.00070577630887,,,,,,,,,,,,0.0001216325856,,,,,,,,2.571,,0.308,,0,,,0.487,,,0,,,,,0.001,,,8.897,0.304,,,0,0.055136959153,0,0,0.123,3.2683153553,0,,,0,,,,0,0.0035794115066,,,,1.7089479373,0.0010209569594,,,0.01,1.572,,,,,,,1.045,0.558,,,0.017482585907,,,,,,,0.053,0.044760030164,,,,1.0380125946,,86.051,,74.280094157,,0.13902954159,,,0,,,,,274.46519177,1.6366455111,269.9946749,6.107162386,103.98126037,0.01,2.2767715991,0,195.59346224,0.053,76.530094157,1.6375092908,0.001,0,0,276.10183728
1886,,,,,,,,,0.012104714081,0,1.318040611,3.103,0.07255977377,,,0,,0.15291780974,8.762,,0,,,0,0,,,,,0.002,0,0,,2.401,,0,0,,,,,0,,,0,0,,0,,5.5864511433,0,,0.663,,,,,,,,,0.05543536495,,,,,0.035,21.581,,0,,0.022515325777,44.496,,,,,,0,,,,,,1.118,,0.75656686092,,,,,,2.273,,0.984,,0.36419134727,,,,,0.03145595485,,0.036328494371,,,,,,0.056848411032,,,0,,,,,,,,,,,,0,,,,,,,,2.625,,0.322,,0,,,0.476,,,0,,,,,0.002,,,9.124,0.336,,,0,0.05654966972,0,0,0.132,3.3520556215,0,,,0,,,,0,0,,,,1.7965488567,0,,,0.013,1.663,,,,,,,1.024,0.569,,,0.017930521996,,,,,,,0.037,0.045906864676,,,,1.0646083914,,85.27,,78.456102098,,0.14259173482,,,0,,,,,278.68141899,1.7272905776,274.07457807,6.334131496,104.46861227,0.013,2.4498230982,0,195.40974376,0.037,80.857102098,1.640040611,0.002,0,0,280.40870957
1887,,,,,,,,0.296,0.012808835851,0,1.3708565717,3.345,0.076780519181,,,0,,0.16181291939,9.271,,0,,,0,0,,,,,0.003,0,0,,2.77,,0,0,,,,,0,,,0,0,,0,,5.8679301932,0,,0.68,,,,,,,,,0.058659996865,,,,,0.035,22.732,,0,,0.023825024705,46.504,,,,,,0,,,,,,1.115,,0.83679460573,,,,,,2.77,,1.221,,0.38537607371,,,,,0.033285723193,,0.038441694536,,,,,,0.060155238734,,,0,,,,,,,,,,,,0,,,,,,,,2.671,,0.338,,0,,,0.459,,,0,,,,,0.002,,,9.191,0.346,,,0,0.059839119873,0,0,0.144,3.5470420809,0,,,0,,,,0,0,,,,1.8870698068,0,,,0.013,1.676,,,,,,,1.038,0.616,,,0.018973526467,,,,,,,0.067,0.048577231166,,,,1.1265358307,,87.457,,83.892151847,,0.15088618475,,,0,,,,,292.23084326,2.186959764,287.37866842,7.0391346089,109.43325693,0.013,2.8083077248,0,202.86048688,0.067,86.662151847,1.7088565717,0.298,0,0,294.41780302
1888,,,,,,,,0.243,0.013360655421,0,1.5309062129,3.262,0.08008831339,,,0,,0.16878400845,9.84,,0,,,0,0,,,,,0.005,0,0,,3.633,,0,0,,,,,0,,,0,0,,0,,6.2893921039,0,,0.765,,,,,,,,,0.061187137863,,,,,0.033,23.65,,0,,0.024851434523,50.859,,0.001,,,,0,,,,,,1.209,,0.93055466367,,,,,,2.974,,1.411,,0.4019785239,,,,,0.034719710924,,0.040097807518,,,,,,0.062746796494,,,0,,,,,,,,,,,,0,,,,,,,,2.964,,0.372,,0,,,0.531,,,0,,,,,0.002,,,10.235,0.373,,,0,0.062417058865,0,0,0.172,3.6998527857,0,,,0,,,,0,0,,,,2.0226078961,0,,,0.022,1.756,,,,,,,1.159,0.629,,,0.01979092809,,,,,,,0.073,0.050669994873,,,,1.1750683066,,90.93,,102.04014755,,0.15738653735,,,0,,,,,323.6850066,2.2846018295,318.6032409,7.3663675258,117.73303174,0.022,3.1244007621,0,214.9291539,0.073,105.67314755,1.9029062129,0.245,0,0,325.96960843
1889,,,,,,,,0.479,0.014428978108,0,1.7058668125,3.514,0.086492202978,,,0,,0.18228003688,10.053,,0,,,0,0,,,,,0.007,0,0,,3.082,,0,0,,,,,0,,,0,0,,0,,6.6586441908,0,,0.817,,,,,,,,,0.066079682837,,,,,0.044,24.235,,0,,0.026838563932,54.271,,,,,,0,,,,,,1.297,,1.0976602632,0.001,,,,,3.072,,1.707,,0.43412086746,,,,,0.037495911169,,0.04330404225,,,,,,0.067764052319,,,0,,,,,,,,,,,,0,,,,,,,,2.896,,0.358,,0,,,0.606,,,0,,,,,0.002,,,11.058,0.429,,,0,0.067407948753,0,0,0.176,3.9956943103,0,,,0,,,,0,0,,,,2.1413558092,0,,,0.036,1.862,,,,,,,1.353,0.694,,,0.021373417631,,,,,,,0.11,0.05472158541,,,,1.2690271799,,94.166,,91.578158818,,0.16997122,,,0,,,,,323.2228949,2.8207909955,317.77410531,8.2695805803,124.06114778,0.036,3.6511030099,0,225.04155725,0.11,94.660158818,2.0638668125,0.481,0,-5.6843418861e-14,326.04368589
1890,,,,,,,,0.374,0.016340481097,0,1.4876776167,3.558,0.097950402119,,,0,,0.20642788941,10.869,,0,,,0,0.0036974385939,,,,,0.009,0,0,,3.388,,0,0,,,,,0,,,0,0.0040192293247,,0,,7.1209659636,0,,0.783,,,,,,,,,0.074833699257,,,,,0.057,26.697,,0,,0.030394047543,56.832,,,,,,0,,,,,,1.434,,1.209516673,0.004,,,,,3.332,,1.844,,0.4916317549,,,,,0.042463244667,,0.04904081762,,,,,,0.0767412084,,,0.0021173289266,,,0.002,,,,,,,,,0.0003648977568,,,,,,,,2.807,,0.388,,0,,,0.567,,,0,,,,,0.003,,,11.426,0.458,,,0,0.07633792942,0,0,0.22,4.5250305919,0,,,0,,,,0,0.01073823452,,,,2.2900340364,0.0030628708781,,,0.081,2.003,,,,,,,1.35,0.785,,,0.024204896853,,,,,,,0.1,0.06197091889,,,,1.4371436765,,96.349,,109.64718151,,0.19248844144,,,0,,,,,351.87173122,3.0306445791,345.65075569,9.2516201028,131.45369783,0.081,4.0169608605,0,235.41655581,0.1,113.03518151,1.8756776167,0.377,0,-5.6843418861e-14,354.9023758
1891,,,,,,,,0.256,0.01799152525,0,1.8790057871,4.079,0.10784732239,,,0,,0.22728538789,10.311,,0,,,0,0.0043136783595,,,,,0.011,0,0,,3.805,,0,0,,,,,0,,,0,0.0046891008788,,0,,7.3827717466,0,,0.842,,,,,,,,,0.082394905125,,,,,0.06,26.742,,0,,0.033465065719,60.273,,,,,,0,,,,,,1.507,,1.3025161466,0.006,,,,,3.002,,2.217,,0.54130628586,,,,,0.046753735955,,0.053995907662,,,,,,0.08449514922,,,0.002470217081,,,0.005,,,,,,,0.142,,0.0004257140496,,,,,,,,3.25,,0.407,,0,,,0.659,,,0,,,,,0.013,,,12.375,0.475,,,0,0.084051122883,0,0,0.305,4.9822402208,0,,,0,,,,0,0.012527940273,,,,2.3742282534,0.0035733493578,,,0.081,2.167,,,,,,,1.441,0.961,,,0.026650562508,,,,,,,0.11,0.068232467902,,,,1.5823528444,,98.382,,116.65518656,,0.21193749644,,,0,,,,,368.35593383,3.3007746692,361.5841606,10.072547892,136.82614841,0.081,4.5847006087,0,243.72381554,0.11,120.60218656,2.2860057871,0.269,0,-5.6843418861e-14,371.6567085
